Country Code ISO3,Indicator,Normalized Value,Dash Value,Trend Value,Value
ARG,sdg3_swb,87.582,yellow,Up,5.9
ARG,sdg3_region,99.099,,,
ARG,sdg3_incomeg,80.121,,,
ARG,sdg3_smoke,100,,,
ARG,sdg4_primary,62.559,green,,99.597
ARG,sdg4_second,81.262,yellow,,89.817
ARG,sdg4_literacy,98.463,green,,99.506
ARG,sdg4_earlyedu,93.642,,,
ARG,sdg4_tertiary,100,,Up,
ARG,sdg4_pisa,5.924,,Up,
ARG,sdg4_socioec,97.289,,Up,
ARG,sdg4_science,100,,Up,
ARG,sdg4_resil,98.367,,,
ARG,sdg5_familypl,79.153,green,Up,83.6
ARG,sdg5_edat,67.848,green,Up Right,103.738
ARG,sdg5_lfpr,94.268,green,Up,70.609
ARG,sdg5_parl,44.248,green,,40.856
ARG,sdg5_paygap,56.024,,,
ARG,sdg5_unpaid,64.182,,Up,
ARG,sdg6_water,95.083,green,Up,99.078
ARG,sdg6_sanita,73.717,yellow,Up,94.259
ARG,sdg6_freshwat,80.377,green,,10.5
ARG,sdg6_wastewat,53.364,red,Down,5.924
ARG,sdg6_scarcew,35.3,green,Down,2.711
ARG,sdg6_safewat,16.583,,Up,
ARG,sdg6_safesan,14.649,,Up,
ARG,sdg7_elecac,45.992,green,,100
ARG,sdg7_cleanfuel,30.812,green,,98.4
ARG,sdg7_co2twh,83.667,yellow,Up,1.23
ARG,sdg7_ren,92.178,,,
ARG,sdg8_adjgrowth,97.848,yellow,Down,-1.334
ARG,sdg8_slavery,50.325,green,Right,1.261
ARG,sdg8_accounts,69.583,red,Down,48.708
ARG,sdg8_unemp,56.588,red,,11.67
ARG,sdg8_rights,95.774,yellow,,0.653
ARG,sdg8_impacc,87.26,green,,0.295
ARG,sdg8_empop,54.538,,,
ARG,sdg8_yneet,94.607,,,
ARG,sdg9_intuse,80.02,yellow,,74.295
ARG,sdg9_mobuse,78.781,green,,80.652
ARG,sdg9_lpi,99.945,yellow,Up Right,2.774
ARG,sdg9_qs,40.526,yellow,Up,17.65
ARG,sdg9_articles,75.042,orange,Up,0.199
ARG,sdg9_rdex,18.39,red,Down,0.542
ARG,sdg9_rdres,43.118,,,
ARG,sdg9_patents,68.41,,Up Right,
ARG,sdg9_netacc,98.2,,Up,
ARG,sdg9_womensci,31.799,,,
ARG,sdg10_adjgini,43.725,red,Right,46.673
ARG,sdg10_palma,62.25,red,Up,2.007
ARG,sdg10_elder,70.867,,Down,
ARG,sdg11_slums,94.69,yellow,Right,14.7
ARG,sdg11_pm25,86.674,yellow,Right,12.612
ARG,sdg11_pipedwat,42.206,yellow,Right,97.979
ARG,sdg11_transport,26.316,orange,Down,52
ARG,sdg11_rentover,23.421,,Up,
ARG,sdg12_msw,99.438,yellow,Up,1.195
ARG,sdg12_ewaste,38.36,red,Up Right,10.315
ARG,sdg12_so2prod,,green,Down,22.189
ARG,sdg12_so2import,100,green,Up,3.822
ARG,sdg12_prodnitro,73.171,orange,Up,46.553
ARG,sdg12_reacnitro,96.923,green,Up,2.427
ARG,sdg12_mswrecycl,75.813,,,
ARG,sdg13_co2gcp,,orange,Up,3.996
ARG,sdg13_co2import,29.443,yellow,,0.679
ARG,sdg13_co2export,100,green,Down,24.254
ARG,sdg13_ecr,52.795,,Up Right,
ARG,sdg14_cpma,,red,,40.526
ARG,sdg14_cleanwat,,green,,82.18
ARG,sdg14_fishstocks,,red,,74.02
ARG,sdg14_trawl,,orange,,51.625
ARG,sdg14_discard,,yellow,,6.318
ARG,sdg14_biomar,,green,,0.036
ARG,sdg15_cpta,,red,,31.799
ARG,sdg15_cpfa,,red,,43.725
ARG,sdg15_redlist,,orange,,0.849
ARG,sdg15_forchg,,orange,,0.437
ARG,sdg15_biofrwter,,green,,0.531
ARG,sdg16_homicides,,red,,5.324
ARG,sdg16_detain,,orange,,46.3
ARG,sdg16_safe,,red,,
ARG,sdg16_prs,,orange,,3.39
ARG,sdg16_u5reg,,green,,99.5
ARG,sdg16_cpi,,orange,,42
ARG,sdg16_clabor,,,,
ARG,sdg16_weaponsexp,,green,,0
ARG,sdg16_rsf,,green,,28.78
ARG,sdg16_justice,,green,,0.73
ARG,sdg16_prison,,,,
ARG,sdg17_govex,,green,,11.372
ARG,sdg17_oda,,,,
ARG,sdg17_govrev,,orange,,18.833
ARG,sdg17_cohaven,,green,,0
ARG,sdg17_secrecy,,,,
ARG,sdg17_sprofits,,,,
ARG,sdg17_statperf,,orange,,64.596
ARM,sdg1_wpc,98.857,green,Up,0.83
ARM,sdg1_320pov,88.019,yellow,Up,6.17
ARM,sdg1_oecdpov,93.853,,,
ARM,sdg2_undernsh,81.275,green,Up,2.6
ARM,sdg2_stunting,73.006,yellow,Up Right,9.4
ARM,sdg2_wasting,46.13,green,Up,4.4
ARM,sdg2_obesity,44.186,orange,Down,20.2
ARM,sdg2_trophic,35.647,yellow,Right,2.28
ARM,sdg2_crlyld,51,green,Up,2.624
ARM,sdg2_snmi,,orange,Down,0.588
ARM,sdg2_yieldgap,97.212,,Up,
ARM,sdg2_pestexp,86.269,,Up,
ARM,sdg3_matmort,92.784,green,Up,26
ARM,sdg3_neonat,95.365,green,Up,6.4
ARM,sdg3_u5mort,99.091,green,Up,11.8
ARM,sdg3_tb,40.092,yellow,Up,26
ARM,sdg3_hiv,85.087,green,Down,0.05
ARM,sdg3_ncds,45.082,orange,Up,22.3
ARM,sdg3_pollmort,75.948,yellow,Up,55
ARM,sdg3_traffic,86.589,red,Up,19.95
ARM,sdg3_lifee,99.74,yellow,Up,76.025
ARM,sdg3_fertility,86.441,green,Up,20.886
ARM,sdg3_births,49.838,green,Up,99.8
ARM,sdg3_vac,51.163,green,,92
ARM,sdg3_uhc,80.781,orange,,69
ARM,sdg3_swb,90.485,yellow,Down,5.5
ARM,sdg3_region,99.721,,Up,
ARM,sdg3_incomeg,27.515,,,
ARM,sdg3_smoke,100,,,
ARM,sdg4_primary,56.772,yellow,,91.121
ARM,sdg4_second,45.666,green,,92.198
ARM,sdg4_literacy,99.855,green,,99.847
ARM,sdg4_earlyedu,92.959,,,
ARM,sdg4_tertiary,48.229,,Right,
ARM,sdg4_pisa,8.848,,Up,
ARM,sdg4_socioec,94.895,,Down,
ARM,sdg4_science,100,,Up,
ARM,sdg4_resil,96.837,,,
ARM,sdg5_familypl,87.627,red,Up,40.2
ARM,sdg5_edat,92.056,green,Up,100
ARM,sdg5_lfpr,75.723,yellow,Up,66.066
ARM,sdg5_parl,43.216,orange,,23.485
ARM,sdg5_paygap,22.402,,,
ARM,sdg5_unpaid,,,Up,
ARM,sdg6_water,98,green,Up,99.913
ARM,sdg6_sanita,63.952,yellow,Up,93.642
ARM,sdg6_freshwat,82.424,orange,,57.8
ARM,sdg6_wastewat,40.182,red,Up,8.848
ARM,sdg6_scarcew,0,green,Down,5.105
ARM,sdg6_safewat,14.75,,,
ARM,sdg6_safesan,5.108,,Up,
ARM,sdg7_elecac,43.763,green,,100
ARM,sdg7_cleanfuel,66.375,green,,96.9
ARM,sdg7_co2twh,89.667,green,Up,0.73
ARM,sdg7_ren,67.855,,Up,
ARM,sdg8_adjgrowth,99.556,green,Up Right,3.435
ARM,sdg8_slavery,48.701,yellow,Down,5.341
ARM,sdg8_accounts,82.528,red,Down,47.759
ARM,sdg8_unemp,75.858,red,,20.21
ARM,sdg8_rights,92.135,,,
ARM,sdg8_impacc,91.4,green,,0.12
ARM,sdg8_empop,92.767,,,
ARM,sdg8_yneet,97.42,,,
ARM,sdg9_intuse,89.845,orange,,64.745
ARM,sdg9_mobuse,89.375,green,,82.67
ARM,sdg9_lpi,100,orange,Up,2.484
ARM,sdg9_qs,,orange,Right,0
ARM,sdg9_articles,,orange,Up,0.177
ARM,sdg9_rdex,,red,Right,0.189
ARM,sdg9_rdres,,,,
ARM,sdg9_patents,,,Down,
ARM,sdg9_netacc,99.7,,Up,
ARM,sdg9_womensci,21.551,,,
ARM,sdg10_adjgini,26.799,red,,47.464
ARM,sdg10_palma,61.25,red,,1.438
ARM,sdg10_elder,100,,,
ARM,sdg11_slums,99.36,yellow,,9.3
ARM,sdg11_pm25,96.302,red,Right,32.241
ARM,sdg11_pipedwat,56.863,green,Right,99.583
ARM,sdg11_transport,94.737,orange,Right,51
ARM,sdg11_rentover,62.658,,Up,
ARM,sdg12_msw,98.539,green,Down,0.729
ARM,sdg12_ewaste,47.619,yellow,Up,5.825
ARM,sdg12_so2prod,90.076,yellow,Up,41.29
ARM,sdg12_so2import,100,green,Up,2.58
ARM,sdg12_prodnitro,73.429,green,Up,9.088
ARM,sdg12_reacnitro,,green,,1.161
ARM,sdg12_mswrecycl,26.3,,,
ARM,sdg13_co2gcp,,yellow,Down,2.031
ARM,sdg13_co2import,46.16,green,,0.34
ARM,sdg13_co2export,100,green,Right,0
ARM,sdg13_ecr,76.303,,Up,
ARM,sdg14_cpma,,,,
ARM,sdg14_cleanwat,,,,
ARM,sdg14_fishstocks,,,,
ARM,sdg14_trawl,,,,
ARM,sdg14_discard,,,,
ARM,sdg14_biomar,,green,,0.006
ARM,sdg15_cpta,,red,,21.551
ARM,sdg15_cpfa,,red,,26.799
ARM,sdg15_redlist,,orange,,0.845
ARM,sdg15_forchg,,green,,0
ARM,sdg15_biofrwter,,green,,0.064
ARM,sdg16_homicides,,yellow,,1.694
ARM,sdg16_detain,,yellow,,36.333
ARM,sdg16_safe,,green,,
ARM,sdg16_prs,,green,,4.881
ARM,sdg16_u5reg,,green,,98.7
ARM,sdg16_cpi,,orange,,49
ARM,sdg16_clabor,,yellow,,3.9
ARM,sdg16_weaponsexp,,green,,0
ARM,sdg16_rsf,,green,,28.6
ARM,sdg16_justice,,,,
ARM,sdg16_prison,,,,
ARM,sdg17_govex,,red,,3.945
ARM,sdg17_oda,,,,
ARM,sdg17_govrev,,yellow,,23.848
ARM,sdg17_cohaven,,green,,0
ARM,sdg17_secrecy,,,,
ARM,sdg17_sprofits,,,,
ARM,sdg17_statperf,,green,,82.227
ATG,sdg1_wpc,,,,
ATG,sdg1_320pov,,,,
ATG,sdg1_oecdpov,,,,
ATG,sdg2_undernsh,,green,,1.17
ATG,sdg2_stunting,,green,Up,2.58
ATG,sdg2_wasting,,green,Up,0.7
ATG,sdg2_obesity,,orange,Down,18.9
ATG,sdg2_trophic,,red,Right,2.418
ATG,sdg2_crlyld,,orange,Right,1.584
ATG,sdg2_snmi,,red,Right,1.308
ATG,sdg2_yieldgap,,,Up,
ATG,sdg2_pestexp,,,Up,
ATG,sdg3_matmort,,green,Up,42
ATG,sdg3_neonat,,green,Up,3.6
ATG,sdg3_u5mort,,green,,6.6
ATG,sdg3_tb,,green,Down,0
ATG,sdg3_hiv,,,Up,
ATG,sdg3_ncds,,orange,Right,22.6
ATG,sdg3_pollmort,,yellow,Up Right,30
ATG,sdg3_traffic,,green,,0
ATG,sdg3_lifee,,yellow,Up,76.454
ATG,sdg3_fertility,,orange,Up,41.831
ATG,sdg3_births,,green,,100
ATG,sdg3_vac,,green,,93
ATG,sdg3_uhc,,yellow,,73
ATG,sdg3_swb,,,Up,
ATG,sdg3_region,,,Up,
ATG,sdg3_incomeg,,,,
ATG,sdg3_smoke,,,,
ATG,sdg4_primary,,green,,99.31
ATG,sdg4_second,,green,,98.649
ATG,sdg4_literacy,,,,
ATG,sdg4_earlyedu,,,,
ATG,sdg4_tertiary,,,Up,
ATG,sdg4_pisa,,,,
ATG,sdg4_socioec,,,,
ATG,sdg4_science,,,Right,
ATG,sdg4_resil,,,,
ATG,sdg5_familypl,,yellow,Right,77.5
ATG,sdg5_edat,,,Right,
ATG,sdg5_lfpr,,,Up,
ATG,sdg5_parl,,red,,11.111
ATG,sdg5_paygap,,,,
ATG,sdg5_unpaid,,,Up,
ATG,sdg6_water,,yellow,Up,96.739
ATG,sdg6_sanita,,yellow,,87.504
ATG,sdg6_freshwat,,green,,8.5
ATG,sdg6_wastewat,,red,,1.298
ATG,sdg6_scarcew,,green,,15.162
ATG,sdg6_safewat,,,Up,
ATG,sdg6_safesan,,,Up,
ATG,sdg7_elecac,,green,,100
ATG,sdg7_cleanfuel,,green,,98.75
ATG,sdg7_co2twh,,,Up,
ATG,sdg7_ren,,,,
ATG,sdg8_adjgrowth,,yellow,,-0.932
ATG,sdg8_slavery,,,Right,
ATG,sdg8_accounts,,,,
ATG,sdg8_unemp,,,,
ATG,sdg8_rights,,green,,0.859
ATG,sdg8_impacc,,green,,0.636
ATG,sdg8_empop,,,,
ATG,sdg8_yneet,,,,
ATG,sdg9_intuse,,yellow,,76
ATG,sdg9_mobuse,,orange,,50.301
ATG,sdg9_lpi,,,,
ATG,sdg9_qs,,orange,Up Right,0
ATG,sdg9_articles,,orange,,0.058
ATG,sdg9_rdex,,,,
ATG,sdg9_rdres,,,,
ATG,sdg9_patents,,,Right,
ATG,sdg9_netacc,,,Right,
ATG,sdg9_womensci,,,,
ATG,sdg10_adjgini,,,Right,
ATG,sdg10_palma,,,Down,
ATG,sdg10_elder,,,Down,
ATG,sdg11_slums,,,Up,
ATG,sdg11_pm25,,orange,Right,17.641
ATG,sdg11_pipedwat,,,,
ATG,sdg11_transport,,,Right,
ATG,sdg11_rentover,,,,
ATG,sdg12_msw,,red,Up,3.306
ATG,sdg12_ewaste,,red,,12.673
ATG,sdg12_so2prod,,red,,1201.878
ATG,sdg12_so2import,,red,,17.574
ATG,sdg12_prodnitro,,orange,,37.387
ATG,sdg12_reacnitro,,orange,Up,12.652
ATG,sdg12_mswrecycl,,,,
ATG,sdg13_co2gcp,,red,Down,5.07
ATG,sdg13_co2import,,red,,1.98
ATG,sdg13_co2export,,green,,0
ATG,sdg13_ecr,,,,
ATG,sdg14_cpma,,red,,19.07
ATG,sdg14_cleanwat,,red,,61.67
ATG,sdg14_fishstocks,,red,,68.89
ATG,sdg14_trawl,,green,,0
ATG,sdg14_discard,,green,,0
ATG,sdg14_biomar,,orange,,0.853
ATG,sdg15_cpta,,red,,8.219
ATG,sdg15_cpfa,,,,
ATG,sdg15_redlist,,yellow,,0.888
ATG,sdg15_forchg,,yellow,,0.267
ATG,sdg15_biofrwter,,green,,0.299
ATG,sdg16_homicides,,red,,11.061
ATG,sdg16_detain,,yellow,,38.5
ATG,sdg16_safe,,,,
ATG,sdg16_prs,,,,
ATG,sdg16_u5reg,,,,
ATG,sdg16_cpi,,,,
ATG,sdg16_clabor,,,,
ATG,sdg16_weaponsexp,,green,,0
ATG,sdg16_rsf,,,,
ATG,sdg16_justice,,green,,0.749
ATG,sdg16_prison,,,,
ATG,sdg17_govex,,orange,,5.421
ATG,sdg17_oda,,,,
ATG,sdg17_govrev,,,,
ATG,sdg17_cohaven,,green,,0
ATG,sdg17_secrecy,,,,
ATG,sdg17_sprofits,,,,
ATG,sdg17_statperf,,,,
AUS,sdg1_wpc,99.725,green,Up,0.2
AUS,sdg1_320pov,99.495,green,Up,0.26
AUS,sdg1_oecdpov,94.09,yellow,Down,12.4
AUS,sdg2_undernsh,96.016,green,Up,2.5
AUS,sdg2_stunting,100,green,Up,2
AUS,sdg2_wasting,18.885,green,Up,0
AUS,sdg2_obesity,0.465,red,Down,29
AUS,sdg2_trophic,26.985,red,Right,2.468
AUS,sdg2_crlyld,47.417,yellow,Right,2.035
AUS,sdg2_snmi,86.063,orange,Right,0.631
AUS,sdg2_yieldgap,99.679,red,Up,47.685
AUS,sdg2_pestexp,96.891,orange,Up,34.843
AUS,sdg3_matmort,99.216,green,Up,6
AUS,sdg3_neonat,98.77,green,Up,2.3
AUS,sdg3_u5mort,99.455,green,Up,3.6
AUS,sdg3_tb,100,green,Up,6.9
AUS,sdg3_hiv,97.831,green,Up,0.03
AUS,sdg3_ncds,94.295,green,Up,9.1
AUS,sdg3_pollmort,100,green,Up,8
AUS,sdg3_traffic,93.562,green,,4.94
AUS,sdg3_lifee,99.61,green,Up,83.041
AUS,sdg3_fertility,91.525,green,Up,11.326
AUS,sdg3_births,78.964,green,Up,99.7
AUS,sdg3_vac,88.372,green,,95
AUS,sdg3_uhc,99.074,green,,87
AUS,sdg3_swb,99.922,green,Up,7.1
AUS,sdg3_region,,green,Up,2.4
AUS,sdg3_incomeg,82.545,green,Right,8.9
AUS,sdg3_smoke,100,green,Up,12.4
AUS,sdg4_primary,81.489,green,Up,99.572
AUS,sdg4_second,59.967,green,Up,99.936
AUS,sdg4_literacy,99.95,,Down,
AUS,sdg4_earlyedu,99.99,yellow,Up,86.191
AUS,sdg4_tertiary,100,green,Up,52.478
AUS,sdg4_pisa,92.7,green,Up,499
AUS,sdg4_socioec,82.126,green,Up,10.028
AUS,sdg4_science,100,yellow,Up Right,18.86
AUS,sdg4_resil,100,yellow,Up,35.294
AUS,sdg5_familypl,74.017,green,Up,85.6
AUS,sdg5_edat,73.213,green,Up,100.787
AUS,sdg5_lfpr,97.055,green,Up,85.469
AUS,sdg5_parl,99.477,yellow,,30.464
AUS,sdg5_paygap,75.945,yellow,Up,11.7
AUS,sdg5_unpaid,76.909,orange,Up,139.4
AUS,sdg6_water,63.617,green,Up,99.97
AUS,sdg6_sanita,86.242,green,Right,99.991
AUS,sdg6_freshwat,100,green,Right,6.4
AUS,sdg6_wastewat,100,green,Up,92.7
AUS,sdg6_scarcew,100,green,,17.874
AUS,sdg6_safewat,100,green,Up,100
AUS,sdg6_safesan,50.649,yellow,Up Right,88.679
AUS,sdg7_elecac,73.451,green,Up,100
AUS,sdg7_cleanfuel,75,green,Up,100
AUS,sdg7_co2twh,100,red,Up,1.533
AUS,sdg7_ren,97.74,red,Up,7.102
AUS,sdg8_adjgrowth,91.876,yellow,Up,-0.277
AUS,sdg8_slavery,66.558,green,Up,0.648
AUS,sdg8_accounts,55.111,green,Up,99.519
AUS,sdg8_unemp,7.815,,,6.61
AUS,sdg8_rights,72.457,green,Right,0.723
AUS,sdg8_impacc,49.21,orange,,2.183
AUS,sdg8_empop,0,green,Up,72.699
AUS,sdg8_yneet,79.987,yellow,,10.4
AUS,sdg9_intuse,18.46,green,Down,86.545
AUS,sdg9_mobuse,7.563,green,Down,129.92
AUS,sdg9_lpi,4.05,green,Up,3.968
AUS,sdg9_qs,63.162,green,Up,73.2
AUS,sdg9_articles,72.717,green,Right,2.153
AUS,sdg9_rdex,18.76,green,Up Right,1.874
AUS,sdg9_rdres,79.437,green,,9.034
AUS,sdg9_patents,58.96,orange,Right,14.852
AUS,sdg9_netacc,60.95,,Right,
AUS,sdg9_womensci,55.68,green,Right,32.076
AUS,sdg10_adjgini,37.677,orange,Right,36.925
AUS,sdg10_palma,54.5,orange,Up,1.3
AUS,sdg10_elder,97.8,orange,Down,23.7
AUS,sdg11_slums,73.18,green,Up,0
AUS,sdg11_pm25,98.43,green,Right,8.124
AUS,sdg11_pipedwat,63.872,yellow,Right,92.372
AUS,sdg11_transport,59.649,yellow,Down,62
AUS,sdg11_rentover,93.263,yellow,Up,9.933
AUS,sdg12_msw,100,,Down,1.716
AUS,sdg12_ewaste,84.656,red,Up,21.679
AUS,sdg12_so2prod,100,red,Up,144.601
AUS,sdg12_so2import,88.206,red,Up,15.237
AUS,sdg12_prodnitro,85.414,red,Up,105.361
AUS,sdg12_reacnitro,77.692,yellow,Up,9.006
AUS,sdg12_mswrecycl,76.913,yellow,Down,0.832
AUS,sdg13_co2gcp,12.222,red,Up,16.308
AUS,sdg13_co2import,,red,Down,2.958
AUS,sdg13_co2export,100,red,,42218.073
AUS,sdg13_ecr,84.323,red,Up,20.356
AUS,sdg14_cpma,,red,,63.162
AUS,sdg14_cleanwat,,green,,80.52
AUS,sdg14_fishstocks,,red,,73.685
AUS,sdg14_trawl,,yellow,,19.301
AUS,sdg14_discard,,yellow,,8.208
AUS,sdg14_biomar,,orange,,0.781
AUS,sdg15_cpta,,red,,55.68
AUS,sdg15_cpfa,,red,,37.677
AUS,sdg15_redlist,,orange,,0.818
AUS,sdg15_forchg,,green,,0.033
AUS,sdg15_biofrwter,,orange,,2.682
AUS,sdg16_homicides,,green,,0.892
AUS,sdg16_detain,,yellow,,31.567
AUS,sdg16_safe,,yellow,,
AUS,sdg16_prs,,green,,6.044
AUS,sdg16_u5reg,,green,,100
AUS,sdg16_cpi,,green,,77
AUS,sdg16_clabor,,green,,0
AUS,sdg16_weaponsexp,,green,,0.401
AUS,sdg16_rsf,,green,,20.21
AUS,sdg16_justice,,yellow,,0.605
AUS,sdg16_prison,,yellow,,168.508
AUS,sdg17_govex,,green,,11.537
AUS,sdg17_oda,,red,,0.21
AUS,sdg17_govrev,,,,
AUS,sdg17_cohaven,,green,,0
AUS,sdg17_secrecy,,orange,,50.088
AUS,sdg17_sprofits,,green,,17.849
AUS,sdg17_statperf,,green,,88.242
AUT,sdg1_wpc,99.614,green,Up,0.28
AUT,sdg1_320pov,99.32,green,Up,0.35
AUT,sdg1_oecdpov,94.09,green,Up,9.4
AUT,sdg2_undernsh,94.861,green,Up,2.5
AUT,sdg2_stunting,95.706,green,Up,2.58
AUT,sdg2_wasting,46.44,green,Up,0.7
AUT,sdg2_obesity,13.488,orange,Down,20.1
AUT,sdg2_trophic,87.647,red,Down,2.412
AUT,sdg2_crlyld,67.667,green,Up,6.16
AUT,sdg2_snmi,90.238,yellow,Down,0.388
AUT,sdg2_yieldgap,99.803,yellow,Up,69.689
AUT,sdg2_pestexp,97.409,yellow,Up,24.405
AUT,sdg3_matmort,99.294,green,Up,5
AUT,sdg3_neonat,98.895,green,Up,2.1
AUT,sdg3_u5mort,,green,,3.5
AUT,sdg3_tb,90.323,green,Up,6.2
AUT,sdg3_hiv,95.933,,Up,
AUT,sdg3_ncds,94.525,green,Up,11.4
AUT,sdg3_pollmort,95.328,green,Up,15
AUT,sdg3_traffic,96.686,green,Up,4.87
AUT,sdg3_lifee,97.919,green,Down,81.645
AUT,sdg3_fertility,74.576,green,Up,7.044
AUT,sdg3_births,66.019,green,Up,98.4
AUT,sdg3_vac,90.698,yellow,Up Right,85
AUT,sdg3_uhc,99.905,yellow,,79
AUT,sdg3_swb,98.49,green,Up,7.2
AUT,sdg3_region,,green,Up,1.9
AUT,sdg3_incomeg,85.455,yellow,Up,21.8
AUT,sdg3_smoke,90.677,yellow,Up,24.3
AUT,sdg4_primary,78.039,green,Right,99.956
AUT,sdg4_second,78.164,green,Up Right,98.762
AUT,sdg4_literacy,100,,Down,
AUT,sdg4_earlyedu,99.97,green,Up,99.801
AUT,sdg4_tertiary,100,green,Up,41.61
AUT,sdg4_pisa,94,yellow,Right,491
AUT,sdg4_socioec,54.027,yellow,Up,14.835
AUT,sdg4_science,100,yellow,Up,21.851
AUT,sdg4_resil,100,orange,Up,28.34
AUT,sdg5_familypl,84.136,green,Up,88
AUT,sdg5_edat,77.005,yellow,Up,94.574
AUT,sdg5_lfpr,92.1,green,Right,82.761
AUT,sdg5_parl,98.004,yellow,Up,39.344
AUT,sdg5_paygap,79.252,orange,Up,14.9
AUT,sdg5_unpaid,94.545,yellow,Up,133.9
AUT,sdg6_water,72.05,green,Up,100
AUT,sdg6_sanita,87.476,green,Up,99.973
AUT,sdg6_freshwat,100,green,Up,9.6
AUT,sdg6_wastewat,100,green,Up,94
AUT,sdg6_scarcew,100,orange,,45.973
AUT,sdg6_safewat,100,green,Up,98.906
AUT,sdg6_safesan,85.73,green,Up,96.747
AUT,sdg7_elecac,87.417,green,Up,100
AUT,sdg7_cleanfuel,95,green,Right,100
AUT,sdg7_co2twh,100,green,Up,0.936
AUT,sdg7_ren,93.005,green,Up,30.187
AUT,sdg8_adjgrowth,,green,Up,0.47
AUT,sdg8_slavery,79.545,green,Up,1.738
AUT,sdg8_accounts,30.639,green,Up,98.164
AUT,sdg8_unemp,20.163,,Up,5.77
AUT,sdg8_rights,88.86,green,Up,0.82
AUT,sdg8_impacc,31.443,yellow,Up,1.677
AUT,sdg8_empop,59.791,green,Down,73.525
AUT,sdg8_yneet,58.387,yellow,Up,10.437
AUT,sdg9_intuse,61.755,green,Up,87.752
AUT,sdg9_mobuse,0,green,Down,107.384
AUT,sdg9_lpi,99.355,green,,4.182
AUT,sdg9_qs,,green,Up,53.767
AUT,sdg9_articles,,green,,1.39
AUT,sdg9_rdex,,green,Up Right,3.172
AUT,sdg9_rdres,,green,Up,11.246
AUT,sdg9_patents,,green,Down,47.996
AUT,sdg9_netacc,96.45,yellow,Right,13.634
AUT,sdg9_womensci,67.341,yellow,Up,25.903
AUT,sdg10_adjgini,71.22,yellow,,31.967
AUT,sdg10_palma,73.5,green,,0.98
AUT,sdg10_elder,99.933,yellow,,10
AUT,sdg11_slums,55.17,green,,0
AUT,sdg11_pm25,98.231,yellow,Right,11.945
AUT,sdg11_pipedwat,79.46,,Right,
AUT,sdg11_transport,92.982,yellow,Right,70
AUT,sdg11_rentover,98.605,green,Up,5.813
AUT,sdg12_msw,100,,Up,2.597
AUT,sdg12_ewaste,83.333,red,Up,18.802
AUT,sdg12_so2prod,100,yellow,Up,58.487
AUT,sdg12_so2import,96.265,red,Up,20.567
AUT,sdg12_prodnitro,91.743,orange,Up,41.405
AUT,sdg12_reacnitro,95.077,red,Up,18.726
AUT,sdg12_mswrecycl,86.033,green,Up,0.654
AUT,sdg13_co2gcp,20,red,Up,7.649
AUT,sdg13_co2import,,red,Down,3.562
AUT,sdg13_co2export,80.687,yellow,,283.9
AUT,sdg13_ecr,85.493,orange,Up,48.29
AUT,sdg14_cpma,,,,
AUT,sdg14_cleanwat,,,,
AUT,sdg14_fishstocks,,,,
AUT,sdg14_trawl,,,,
AUT,sdg14_discard,,,,
AUT,sdg14_biomar,,green,,0.071
AUT,sdg15_cpta,,orange,,67.341
AUT,sdg15_cpfa,,orange,,71.22
AUT,sdg15_redlist,,yellow,,0.894
AUT,sdg15_forchg,,green,,0.001
AUT,sdg15_biofrwter,,red,,4.483
AUT,sdg16_homicides,,green,,0.967
AUT,sdg16_detain,,green,,20.967
AUT,sdg16_safe,,green,,
AUT,sdg16_prs,,green,,6.247
AUT,sdg16_u5reg,,green,,100
AUT,sdg16_cpi,,green,,76
AUT,sdg16_clabor,,green,,0
AUT,sdg16_weaponsexp,,green,,0.127
AUT,sdg16_rsf,,green,,15.78
AUT,sdg16_justice,,green,,0.718
AUT,sdg16_prison,,green,,99.508
AUT,sdg17_govex,,green,,12.905
AUT,sdg17_oda,,red,,0.28
AUT,sdg17_govrev,,,,
AUT,sdg17_cohaven,,green,,51.588
AUT,sdg17_secrecy,,red,,56.5
AUT,sdg17_sprofits,,green,,4.435
AUT,sdg17_statperf,,green,,89.12
AZE,sdg1_wpc,100,green,Up,0
AZE,sdg1_320pov,100,green,Up,0
AZE,sdg1_oecdpov,94.09,,,
AZE,sdg2_undernsh,64.542,green,Up,2.5
AZE,sdg2_stunting,80.368,red,Right,17.8
AZE,sdg2_wasting,47.059,green,Up,3.2
AZE,sdg2_obesity,53.721,orange,Down,19.9
AZE,sdg2_trophic,41.382,yellow,Right,2.239
AZE,sdg2_crlyld,52,green,Up,3.014
AZE,sdg2_snmi,,orange,Right,0.576
AZE,sdg2_yieldgap,97.212,,Up,
AZE,sdg2_pestexp,74.611,,Up,
AZE,sdg3_matmort,86.039,green,Up,26
AZE,sdg3_neonat,89.305,green,Up Right,10.9
AZE,sdg3_u5mort,98.909,green,Up,20.4
AZE,sdg3_tb,40.553,orange,Up Right,60
AZE,sdg3_hiv,82.646,green,Up,0.06
AZE,sdg3_ncds,88.426,orange,Right,22.2
AZE,sdg3_pollmort,60.1,yellow,Down,64
AZE,sdg3_traffic,60.614,green,Up,6.73
AZE,sdg3_lifee,99.74,orange,Up,71.429
AZE,sdg3_fertility,89.831,red,Up,56.498
AZE,sdg3_births,43.366,green,Right,99.8
AZE,sdg3_vac,44.186,green,,94
AZE,sdg3_uhc,81.71,orange,,65
